Date,Activity,Activity type,Unit,Amount executed
2025-02-23,Ballast,Railway,m3,4555.313913933527
2025-03-17,Subbase application,Road,m2,1959.4406363507449
2025-05-21,Coat preparation,Road,L,2880.292008506639
2025-12-26,Iron mining,Railway,m3,4153.554188998238
2025-07-02,Iron mining,Railway,m3,3422.911925425674
2025-08-14,Terrain leveling,Building,m3,700.6059654963819
2025-03-01,Terrain leveling,Building,m3,729.2488360767485
2025-12-12,Subbase application,Road,m2,2498.7441545170536
2025-05-16,Cement making,Building,m3,682.6899838774914
2025-07-07,Pavement,Road,m2,134.10869636322488
2025-03-10,Iron mining,Railway,m3,4770.349486934668
2025-07-03,Laying steel rail,Railway,m,1181.6366604406264
2025-10-20,Walling,Building,m2,3485.4443530793474
2025-11-11,Iron mining,Railway,m3,2156.5891012082666
2025-02-27,Foundation pouring,Building,m3,1019.9794468105878
2025-12-24,Removing trees,Building,m2,1078.8379342545622
2025-05-22,Laying steel rail,Railway,m,2216.121386364629
2025-09-07,Walling,Building,m2,4952.803465974432
2025-12-27,Foundation pouring,Building,m3,4085.219986738883
2025-07-10,Rolling/Tractor,Road,m2,3995.9367330021755
2025-10-08,Removing trees,Building,m2,3094.9800323344066
2025-12-28,Laying steel rail,Railway,m,996.8931344526993
2025-11-29,Removing trees,Building,m2,2064.084147019648
2025-05-22,Removing trees,Building,m2,1377.021753155287
2025-12-16,Subbase application,Road,m2,507.7834203744985
2025-07-21,Anchorage,Railway,m2,2038.3499258658737
2025-08-18,Rolling/Tractor,Road,m2,1937.6432544893612
2025-04-08,Subbase application,Road,m2,3877.603763067102
2025-12-06,Rolling/Tractor,Road,m2,3145.6750848541756
2025-08-31,Walling,Building,m2,3445.571462875335
2025-05-20,Iron mining,Railway,m3,2281.2853351327444
2025-06-22,Removing trees,Building,m2,4947.761226523531
2025-04-27,Walling,Building,m2,364.50136568376035
2025-10-22,Laying steel rail,Railway,m,3976.1922191553094
2025-01-05,Rolling/Tractor,Road,m2,4248.319729034489
2025-09-15,Laying steel rail,Railway,m,2690.495591930126
2025-08-17,Anchorage,Railway,m2,2346.189350295504
2025-03-05,Laying steel rail,Railway,m,1833.4092664725076
2025-04-07,Rolling/Tractor,Road,m2,3248.8732877539555
2025-10-27,Terrain leveling,Building,m3,3972.1921792059525
2025-02-07,Anchorage,Railway,m2,4661.3940012364465
2025-09-05,Foundation pouring,Building,m3,3751.3168557955255
2025-03-23,Ballast,Railway,m3,2560.49634413079
2025-10-03,Terrain leveling,Building,m3,3067.75050073413
2025-05-15,Foundation pouring,Building,m3,4692.978711633774
2025-03-06,Terrain leveling,Building,m3,829.7994986544654
2025-04-15,Ballast,Railway,m3,1264.1249748688376
2025-06-14,Coat preparation,Road,L,4022.3601201672163
2025-04-06,Iron mining,Railway,m3,4083.9946201376447
2025-12-29,Coat preparation,Road,L,2910.822460316037
2025-04-22,Removing trees,Building,m2,2400.023295982979
2025-03-30,Ballast,Railway,m3,1405.0611164977877
2025-07-18,Cement making,Building,m3,2921.675821081056
2025-03-20,Terrain leveling,Building,m3,2452.999672687837
2025-05-19,Laying steel rail,Railway,m,3083.053479660216
2025-11-05,Pavement,Road,m2,3216.145978399604
2025-01-04,Subbase application,Road,m2,2760.5707205673298
2025-03-09,Laying steel rail,Railway,m,4120.105614718236
2025-06-18,Coat preparation,Road,L,1505.1010970024547
2025-08-18,Terrain leveling,Building,m3,2391.1186708602995
2025-03-06,Pavement,Road,m2,1823.277956515773
2025-03-04,Laying steel rail,Railway,m,2651.7385576062575
2025-03-31,Ballast,Railway,m3,1284.7069065201295
2025-05-30,Rolling/Tractor,Road,m2,4618.34598956628
2025-01-24,Removing trees,Building,m2,1796.3604412936718
2025-01-21,Coat preparation,Road,L,4030.6310258564563
2025-11-26,Walling,Building,m2,1499.935616591121
2025-08-15,Cement making,Building,m3,55.695957291033714
2025-07-31,Coat preparation,Road,L,1561.8607569686837
2025-02-28,Foundation pouring,Building,m3,3501.14191630451
2025-01-16,Rolling/Tractor,Road,m2,960.2353814477427
2025-01-26,Ballast,Railway,m3,4993.375057014743
2025-10-30,Iron mining,Railway,m3,3971.442935021926
2025-06-25,Coat preparation,Road,L,3627.255010321947
2025-08-26,Ballast,Railway,m3,2836.5217341103566
2025-01-21,Terrain leveling,Building,m3,1565.8386922428347
2025-03-21,Removing trees,Building,m2,2380.536604336435
2025-07-20,Subbase application,Road,m2,1305.9459156173803
2025-03-25,Subbase application,Road,m2,675.9443951204574
2025-02-02,Coat preparation,Road,L,4265.063301952418
2025-04-01,Walling,Building,m2,4113.9639892608
2025-04-13,Pavement,Road,m2,4473.070861438349
2025-12-14,Ballast,Railway,m3,4078.7717029672
2025-09-12,Foundation pouring,Building,m3,1250.6338122612988
2025-02-05,Rolling/Tractor,Road,m2,3332.3762881088005
2025-02-14,Foundation pouring,Building,m3,2153.9667077992326
2025-10-05,Laying steel rail,Railway,m,1909.554620197051
2025-05-20,Laying steel rail,Railway,m,1289.0125559705962
2025-05-31,Coat preparation,Road,L,910.4341997011062
2025-11-23,Terrain leveling,Building,m3,519.7447561095375
2025-03-03,Walling,Building,m2,2853.2098568059323
2025-12-06,Rolling/Tractor,Road,m2,3585.0217675726603
2025-06-06,Subbase application,Road,m2,3923.013055556974
2025-07-03,Subbase application,Road,m2,2712.7950739758066
2025-03-12,Terrain leveling,Building,m3,2408.8850002768554
2025-10-23,Ballast,Railway,m3,2792.9832185138584
2025-04-11,Laying steel rail,Railway,m,2164.8181373150655
2025-10-07,Walling,Building,m2,1401.3118464626061
2025-03-21,Ballast,Railway,m3,2040.4499430016592
2025-05-23,Rolling/Tractor,Road,m2,113.12518121161186
2025-06-28,Laying steel rail,Railway,m,3801.6470508696793
2025-06-10,Anchorage,Railway,m2,312.6854858010369
2025-05-08,Iron mining,Railway,m3,172.17957734994792
2025-04-11,Iron mining,Railway,m3,3590.7799088618012
2025-12-08,Walling,Building,m2,1768.1342356097757
2025-05-19,Terrain leveling,Building,m3,4379.399443140426
2025-01-16,Iron mining,Railway,m3,1031.675708615683
2025-12-27,Removing trees,Building,m2,1541.5583637613895
2025-11-05,Ballast,Railway,m3,1887.170102501246
2025-07-13,Cement making,Building,m3,2608.6065014865194
2025-09-04,Walling,Building,m2,999.2960845081456
2025-08-14,Ballast,Railway,m3,2425.1037647698977
2025-06-06,Iron mining,Railway,m3,2890.2831314380396
2025-06-10,Removing trees,Building,m2,3357.8482390381564
2025-08-08,Pavement,Road,m2,3124.3420298376454
2025-01-17,Coat preparation,Road,L,2483.1894194680885
2025-05-26,Iron mining,Railway,m3,2566.128228919049
2025-06-09,Ballast,Railway,m3,3364.424050357709
2025-05-25,Cement making,Building,m3,3812.9748708537304
2025-08-18,Rolling/Tractor,Road,m2,4044.8407486589012
2025-12-04,Coat preparation,Road,L,3155.8249681110324
2025-09-12,Foundation pouring,Building,m3,4634.698741108449
2025-05-11,Cement making,Building,m3,1381.3163532574774
2025-04-06,Ballast,Railway,m3,2581.8231963447547
2025-11-19,Coat preparation,Road,L,2849.2416357499555
2025-10-16,Terrain leveling,Building,m3,2152.183888805119
2025-01-22,Walling,Building,m2,4199.4071166982785
2025-08-23,Walling,Building,m2,4372.2560114208945
2025-10-25,Laying steel rail,Railway,m,3815.4214198121526
2025-04-10,Ballast,Railway,m3,309.5118846258882
2025-04-18,Rolling/Tractor,Road,m2,1527.678894832108
2025-12-01,Ballast,Railway,m3,3998.272084908526
2025-11-17,Foundation pouring,Building,m3,623.2002078125281
2025-03-25,Iron mining,Railway,m3,2009.4628073807523
2025-03-05,Removing trees,Building,m2,2867.3215392878615
2025-07-23,Foundation pouring,Building,m3,1865.5597631765652
2025-02-06,Cement making,Building,m3,1174.6647714487724
2025-08-01,Ballast,Railway,m3,1513.9938660089185
2025-12-06,Rolling/Tractor,Road,m2,1709.3999120267688
2025-06-21,Coat preparation,Road,L,1488.2863081805465
2025-04-27,Ballast,Railway,m3,384.4544552991319
2025-04-14,Subbase application,Road,m2,347.7581874164032
2025-12-20,Cement making,Building,m3,1974.8073923070046
2025-04-05,Subbase application,Road,m2,4432.317196996329
2025-12-16,Laying steel rail,Railway,m,4792.0093286534975
2025-03-21,Ballast,Railway,m3,4883.891821656917
2025-11-14,Walling,Building,m2,188.11335181261268
2025-05-09,Walling,Building,m2,2552.80940374033
2025-02-14,Anchorage,Railway,m2,4091.718688248911
2025-02-17,Foundation pouring,Building,m3,4654.882990969542
2025-06-22,Foundation pouring,Building,m3,3523.0934436854054
2025-09-30,Laying steel rail,Railway,m,2499.168697230833
2025-08-06,Anchorage,Railway,m2,3207.527305807145
2025-04-28,Walling,Building,m2,1940.1307986826093
2025-10-19,Ballast,Railway,m3,3296.2055252765954
2025-10-25,Anchorage,Railway,m2,1391.0302051881517
2025-07-11,Terrain leveling,Building,m3,1023.907309898347
2025-05-06,Cement making,Building,m3,784.3363412669918
2025-06-09,Iron mining,Railway,m3,266.50092122432187
2025-07-04,Iron mining,Railway,m3,93.32933943768384
2025-07-16,Anchorage,Railway,m2,4214.204578553738
2025-05-12,Iron mining,Railway,m3,2297.160321378099
2025-01-13,Ballast,Railway,m3,2226.437701743429
2025-01-08,Terrain leveling,Building,m3,1636.6986256819887
2025-01-29,Coat preparation,Road,L,1780.2214873381029
2025-03-03,Laying steel rail,Railway,m,2874.618602844337
2025-11-13,Foundation pouring,Building,m3,837.7897007846885
2025-11-04,Terrain leveling,Building,m3,2041.3384211511864
2025-02-04,Ballast,Railway,m3,2933.4978898862037
2025-04-29,Cement making,Building,m3,2866.478801373449
2025-01-04,Ballast,Railway,m3,3480.3203418429644
2025-08-25,Iron mining,Railway,m3,4108.17390594647
2025-06-22,Subbase application,Road,m2,2809.105637199655
2025-01-05,Terrain leveling,Building,m3,191.45713249066387
2025-02-19,Cement making,Building,m3,2038.1167323822563
2025-04-20,Rolling/Tractor,Road,m2,1640.524416950353
2025-09-12,Iron mining,Railway,m3,2206.870498147891
2025-10-01,Foundation pouring,Building,m3,1473.3051756602738
2025-04-28,Removing trees,Building,m2,4049.459389791836
2025-11-22,Pavement,Road,m2,2052.6751998706586
2025-08-29,Removing trees,Building,m2,4102.791990628795
2025-02-16,Iron mining,Railway,m3,2435.9158942804065
2025-11-22,Subbase application,Road,m2,2490.8238555163507
2025-05-03,Terrain leveling,Building,m3,4408.657326417772
2025-03-22,Foundation pouring,Building,m3,1065.0255836015033
2025-02-15,Walling,Building,m2,4554.366132197966
2025-03-12,Pavement,Road,m2,3654.0921580582203
2025-07-11,Subbase application,Road,m2,2615.202154263758
2025-12-05,Iron mining,Railway,m3,3944.152712522405
2025-09-08,Ballast,Railway,m3,1311.3529118806323
2025-05-14,Terrain leveling,Building,m3,3108.2761969988055
2025-11-15,Anchorage,Railway,m2,4767.2554848252175
2025-07-10,Removing trees,Building,m2,3286.556227302831
2025-06-24,Walling,Building,m2,4854.768046504728
2025-06-14,Removing trees,Building,m2,2613.0316228037013
2025-04-24,Walling,Building,m2,4512.595020609424
2025-11-14,Laying steel rail,Railway,m,842.5778020326791
2025-09-20,Removing trees,Building,m2,2392.198043610378
2025-08-30,Cement making,Building,m3,1070.968190850966
2025-06-16,Ballast,Railway,m3,3764.015415124428
2025-11-23,Laying steel rail,Railway,m,4307.730869148927
2025-05-13,Subbase application,Road,m2,1291.9215046632748
2025-06-24,Pavement,Road,m2,169.238786686573
2025-03-05,Laying steel rail,Railway,m,3143.2019926406856
2025-06-04,Ballast,Railway,m3,4045.597168981028
2025-08-23,Cement making,Building,m3,2587.5176983964802
2025-03-13,Ballast,Railway,m3,268.11591759082654
2025-01-10,Laying steel rail,Railway,m,2189.834808564074
2025-01-30,Walling,Building,m2,995.1327980677966
2025-06-01,Ballast,Railway,m3,4404.488839994973
2025-08-22,Foundation pouring,Building,m3,4345.240623568966
2025-09-06,Cement making,Building,m3,612.6241643929276
2025-06-09,Subbase application,Road,m2,262.9668640722604
2025-04-27,Cement making,Building,m3,4742.336184134799
2025-05-24,Walling,Building,m2,2398.95589446913
2025-08-18,Subbase application,Road,m2,4695.895685142326
2025-01-07,Iron mining,Railway,m3,42.871426379254565
2025-03-19,Terrain leveling,Building,m3,2054.321478498126
2025-03-04,Iron mining,Railway,m3,652.613298965023
2025-11-09,Ballast,Railway,m3,4406.004871234352
2025-06-03,Foundation pouring,Building,m3,489.9366282054784
2025-11-14,Ballast,Railway,m3,2169.681833970282
2025-04-01,Anchorage,Railway,m2,4183.9672630900595
2025-08-08,Coat preparation,Road,L,1766.2776349515136
2025-08-07,Terrain leveling,Building,m3,2006.0864717443205
2025-03-13,Pavement,Road,m2,1299.3571850280173
2025-07-13,Cement making,Building,m3,3229.749112095102
2025-05-19,Ballast,Railway,m3,4687.334143807512
2025-06-08,Iron mining,Railway,m3,2066.418999542626
2025-10-05,Cement making,Building,m3,2156.3273412344633
2025-05-21,Coat preparation,Road,L,2385.2381392747043
2025-11-27,Iron mining,Railway,m3,2651.57038954557
2025-12-23,Ballast,Railway,m3,4232.461643892818
2025-10-04,Cement making,Building,m3,3605.445309166031
2025-09-24,Foundation pouring,Building,m3,3232.125698543225
2025-08-17,Anchorage,Railway,m2,1456.235223645841
2025-04-10,Pavement,Road,m2,2358.7776279188365
2025-09-28,Pavement,Road,m2,3735.1923367951326
2025-09-20,Foundation pouring,Building,m3,4585.192214786154
2025-10-17,Coat preparation,Road,L,3618.952234372595
2025-04-06,Terrain leveling,Building,m3,2203.4672831659122
2025-11-19,Coat preparation,Road,L,1815.0691914328997
2025-02-15,Rolling/Tractor,Road,m2,549.2962746588737
2025-03-25,Foundation pouring,Building,m3,4042.703609628448
2025-05-31,Ballast,Railway,m3,1700.9540294271524
2025-10-10,Laying steel rail,Railway,m,1267.377676809663
2025-11-23,Anchorage,Railway,m2,4922.897977649245
2025-12-09,Pavement,Road,m2,2124.2052622896517
2025-08-09,Iron mining,Railway,m3,47.05089499614179
2025-11-06,Pavement,Road,m2,3540.934536598543
2025-08-05,Pavement,Road,m2,1172.8206175403643
2025-12-14,Laying steel rail,Railway,m,1670.2654722784066
2025-05-18,Rolling/Tractor,Road,m2,4481.651660107568
2025-01-08,Anchorage,Railway,m2,1626.7997354070596
2025-01-12,Subbase application,Road,m2,237.17511331477036
2025-08-31,Rolling/Tractor,Road,m2,3761.135953605992
2025-02-05,Subbase application,Road,m2,2233.4943940623243
2025-11-18,Iron mining,Railway,m3,1902.391238362915
2025-04-20,Subbase application,Road,m2,3789.353587337027
2025-03-07,Rolling/Tractor,Road,m2,68.02638935553273
2025-06-24,Rolling/Tractor,Road,m2,3514.2956847561845
2025-06-08,Rolling/Tractor,Road,m2,4030.3930154502323
2025-06-20,Coat preparation,Road,L,3315.720565159901
2025-12-20,Coat preparation,Road,L,93.86802210541222
2025-11-22,Removing trees,Building,m2,4716.156145425124
2025-11-19,Anchorage,Railway,m2,772.6597345874047
2025-03-28,Iron mining,Railway,m3,423.11181702999636
2025-04-11,Rolling/Tractor,Road,m2,362.0769044727534
2025-02-02,Pavement,Road,m2,4076.487655060564
2025-09-05,Coat preparation,Road,L,2806.8514208132046
2025-08-24,Laying steel rail,Railway,m,1199.470790978489
2025-06-15,Anchorage,Railway,m2,1727.4786574500301
2025-06-30,Rolling/Tractor,Road,m2,28.817547703244294
2025-06-26,Subbase application,Road,m2,2954.82889306348
2025-05-14,Rolling/Tractor,Road,m2,2201.9369037978713
2025-08-04,Removing trees,Building,m2,2726.7256014167524
2025-11-24,Walling,Building,m2,255.67291428352567
2025-03-31,Terrain leveling,Building,m3,4646.874603426719
2025-02-25,Rolling/Tractor,Road,m2,2741.4193039388206
2025-05-03,Anchorage,Railway,m2,2222.4450661632936
2025-03-04,Iron mining,Railway,m3,2101.351910319889
2025-02-01,Terrain leveling,Building,m3,954.5937875361865
2025-01-29,Removing trees,Building,m2,2571.1723371128696
2025-12-06,Subbase application,Road,m2,3526.0271272245564
2025-11-09,Coat preparation,Road,L,2487.740799518244
2025-02-07,Subbase application,Road,m2,3127.8908088611342
2025-08-17,Terrain leveling,Building,m3,869.1092756650514
2025-03-04,Iron mining,Railway,m3,4708.371063237101
2025-11-05,Rolling/Tractor,Road,m2,2805.434885591735
2025-09-11,Subbase application,Road,m2,1267.7040520065918
2025-03-02,Rolling/Tractor,Road,m2,1529.5753661472734
2025-09-09,Walling,Building,m2,926.0742548219264
2025-09-03,Iron mining,Railway,m3,1425.275645001393
2025-04-09,Removing trees,Building,m2,4556.2219258949235
2025-03-08,Subbase application,Road,m2,1250.0185390334511
2025-12-28,Terrain leveling,Building,m3,4302.462516458885
2025-01-27,Rolling/Tractor,Road,m2,3492.015809564878
2025-09-08,Cement making,Building,m3,4350.090092696611
2025-09-03,Foundation pouring,Building,m3,711.4809298770735
2025-01-03,Terrain leveling,Building,m3,208.52354169068664
2025-02-17,Foundation pouring,Building,m3,4522.1770556323845
2025-01-19,Removing trees,Building,m2,419.6628716428147
2025-04-20,Rolling/Tractor,Road,m2,309.05643306357314
2025-12-06,Pavement,Road,m2,688.2197936287215
2025-10-07,Laying steel rail,Railway,m,1032.2667164254901
2025-09-26,Foundation pouring,Building,m3,3688.636020308034
2025-03-26,Terrain leveling,Building,m3,389.4360584948908
2025-08-25,Cement making,Building,m3,1265.8217754728003
2025-08-05,Anchorage,Railway,m2,2971.3689070486553
2025-11-14,Coat preparation,Road,L,2993.441054944793
2025-07-27,Terrain leveling,Building,m3,1797.3920254167354
2025-07-29,Terrain leveling,Building,m3,1459.815604980383
2025-11-30,Cement making,Building,m3,4123.730950839974
2025-08-21,Terrain leveling,Building,m3,3640.5684818572713
2025-09-23,Coat preparation,Road,L,721.5254085448663
2025-07-07,Iron mining,Railway,m3,2008.6034707834872
2025-06-12,Terrain leveling,Building,m3,2882.314982611495
2025-01-04,Rolling/Tractor,Road,m2,1892.5264477151843
2025-08-15,Rolling/Tractor,Road,m2,2361.830584431636
2025-08-05,Cement making,Building,m3,3087.6291849441154
2025-06-16,Subbase application,Road,m2,1873.3860941426683
2025-09-30,Cement making,Building,m3,1959.4303664763306
2025-07-03,Terrain leveling,Building,m3,817.6045895051537
2025-10-28,Rolling/Tractor,Road,m2,2665.7270924289273
2025-04-24,Ballast,Railway,m3,835.0612624459336
2025-07-12,Cement making,Building,m3,613.2602048742953
2025-02-14,Terrain leveling,Building,m3,2813.958618520446
2025-06-12,Walling,Building,m2,2610.4023370915347
2025-11-30,Pavement,Road,m2,2919.344209060088
2025-03-16,Laying steel rail,Railway,m,4175.606739069286
2025-05-11,Coat preparation,Road,L,448.6614599429689
2025-07-24,Ballast,Railway,m3,2207.419785013107
2025-04-29,Subbase application,Road,m2,197.52229060143011
2025-05-08,Terrain leveling,Building,m3,3357.271729262501
2025-09-24,Cement making,Building,m3,3048.276105741643
2025-02-17,Pavement,Road,m2,4409.488845193959
2025-09-01,Pavement,Road,m2,4602.904752189101
2025-03-20,Cement making,Building,m3,3249.3738016070247
